n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP
CORDOBA		VILLA DOLORES		SARMIENTO	270	5870
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	CNEL J TERRADA	470	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	CONCORDIA	5177	1419
CORDOBA	PRESIDENTE ROQUE SAENZ PEÑA	ROSALES		FLORENTINO LAFOURCADE 0		6128
BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		DR B DE IRIGOYEN	142	1625
BUENOS AIRES	SAN ISIDRO	MARTINEZ		VICENTE LOPEZ	36	1640
CORDOBA	CAPITAL	CORDOBA	YAPEYU	CAMACUA	23	5004
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	CNEL J MOLDES	2378	1428
BUENOS AIRES	SAN FERNANDO	VICTORIA		DR L PASTEUR	4600	1644
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV ALVEAR	1847	1129
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	PASO DE HUMAITA	7259	1408
SANTA FE	SAN JUSTO	GOBERNADOR CRESPO		INDEPENDENCIA	836	3044
SANTA FE	CASTELLANOS	RAFAELA	30 DE OCTUBRE	AV SANTA FE	252	2300
SANTA CRUZ	DESEADO	LAS HERAS		AV PERITO F P MORENO	446	9017
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA PUEYRREDON	AV GRAL E MOSCONI	2594	1419
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR A ALSINA	1760	1088
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	JUNIN	222	1026
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAAVEDRA	CRISOLOGO LARRALDE	3609	1430
MISIONES		POSADAS		CORPI		3300
SANTA FE	ROSARIO	ROSARIO	CENTRO	SAN LORENZO	1069	2000
CATAMARCA	CAPITAL	SAN FDO DEL VALLE DE CATAMARCA		RIVADAVIA	310	4700
BUENOS AIRES	VICENTE LOPEZ	FLORIDA		DR B MONTEAGUDO	1803	1602
BUENOS AIRES	TRES DE FEBRERO	JOSE INGENIEROS	PARTIDO 3 DE FEBRERO	BRANDSEN		
CORDOBA	CAPITAL	CORDOBA	CENTRO	AV GRAL JOSE MARIA PAZ	174	5000
NEUQUEN	CONFLUENCIA	NEUQUEN	AREA CENTRO ESTE	LA RIOJA	471	8300
RIO NEGRO	ADOLFO ALSINA	VIEDMA	MITRE	PRES GRAL J A ROCA	250	8500
BUENOS AIRES	VICENTE LOPEZ	FLORIDA OESTE		JULIAN S DE AGUERO	1278	1602
CORDOBA		CORDOBA		AVENIDA INTERFABRICA	1675	5000
BUENOS AIRES	GENERAL PUEYRREDON	MAR DEL PLATA	LEANDRO N ALEM	ARISTOBULO DEL VALLE	3957	7602
ENTRE RIOS		LARROQUE		RUTA 16		2854
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV SANTA FE	1111	1059
SANTA FE	ROSARIO	ROSARIO	DEL ABASTO	CERRITO	1545	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	JOSE A CAPDEVILA	3468	1431
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PARAGUAY	781	1057
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	ITUZAINGO	946	1272
CORDOBA	RIO CUARTO	ADELIA MARIA		GRAL MITRE		5843
MENDOZA	GUAYMALLEN	CORONEL DORREGO		J V GONZALEZ	336	5519
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	PJE LA HUERTA	6864	1408
SANTA FE	SAN JUSTO	SAN JUSTO	CENTRO	URQUIZA	2741	3040
SANTA FE	ROSARIO	ROSARIO	CENTRO	PARAGUAY	565	2000
SANTA FE	ROSARIO	ROSARIO	CENTRO	MENDOZA	1478	2000
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	EL EMPALME	AV REP DEL LIBANO	1602	4000
JUJUY	DR MANUEL BELGRANO	SAN SALVADOR DE JUJUY	ALMIRANTE BROWN	LAS HERAS	454	4600
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	VALENTIN VIRASORO	1848	1414
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	AV SAENZ	1319	1437
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	CHIVILCOY	2332	1417
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	MARTIN DE GAINZA	302	1405
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA ORTUZAR	AGUSTIN J DONADO	1450	1430
SALTA	ORAN	HIPOLITO YRIGOYEN		BA PATRON COSTAS MG C. 5 S/N		4533
BUENOS AIRES	LANUS	VALENTIN ALSINA	VILLA PROGRESO	CALLAO	2612	1822
SANTA FE	ROSARIO	ROSARIO	DEL ABASTO	ITALIA	1913	2000
CORDOBA	COLON	UNQUILLO	NORTE	AVDA SAN MARTIN	2789	5109
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	CHARCAS	3936	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES		AV COSTANERA R OBLIGADO		1426
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AVDA MANUEL BELGRANO	665	1092
CORDOBA	CAPITAL	CORDOBA	CENTRO	BV DR A ILLIA	271	5000
SANTA FE		ROSARIO		SIN DIRECCION		2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	AV J DE GARAY	2157	1256
BUENOS AIRES	LANUS	GERLI	VILLA FISHER	ESCALADA DE SAN MARTIN	957	1824
SANTA FE	ROSARIO	ROSARIO	CENTRO	JUJUY	2195	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DR J JOSE PASO	505	1031
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	AV ALBERDI	6099	1440
MENDOZA		MENDOZA		CASA DE GOBIERNO ( ALA OESTE ) 99999		5500
RIO NEGRO		VIEDMA		RUTA 3		8500
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	PJE UKRANIA	3139	1417
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	FLORIDA	520	1005
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AV B RIVADAVIA	620	1002
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	AV B RIVADAVIA	4995	1424
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	AV CASEROS	1365	1152
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	AV DR VELEZ SARSFIELD	602	1282
BUENOS AIRES	ITUZAINGO	ITUZAINGO	ITUZAINGO SUR	ARENGREEN	486	1714
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PARAGUAY	1237	1057
SANTA FE	SAN JUSTO	SAN JUSTO	NEME	GRAL MANUEL BELGRANO	2824	3040
MISIONES		2 DE MAYO		RUTA 211		3364
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	LIBERTAD	893	1012
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	AV GRAL SAN MARTIN	5992	1419
CORDOBA	RIO CUARTO	ADELIA MARIA		MALVINAS ARGENTINAS	356	5843
CORDOBA	CAPITAL	CORDOBA	CENTRO	AV GRAL JOSE MARIA PAZ	699	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	AV A ALCORTA	3025	1437
NEUQUEN	LACAR	SAN MARTIN DE LOS ANDES	CENTRO	PERITO F P MORENO	709	8370
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VELEZ SARSFIELD	AV GAONA	5110	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	25 DE MAYO	596	1002
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	AV A ALCORTA	4045	1437
BUENOS AIRES	AVELLANEDA	GERLI		GRAL LACARRA	1499	1870
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	DR N REPETTO	40	1405
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TTE GRAL JUAN D PERON	650	1038
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	AV SAN JUAN	426	1147
LA PAMPA	CAPITAL	SANTA ROSA	CENTRO	DR M MORENO	532	6300
BUENOS AIRES	SAN MIGUEL	SAN MIGUEL		PAUNERO	1668	1663
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	CERRITO	866	1010
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	F D OTERO	356	1427
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV B RIVADAVIA	1439	1033
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	FLORIDA	340	1005
MENDOZA	CAPITAL	MENDOZA		AV A VILLANUEVA	347	5500
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	DEFENSA	1747	1143
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	RIO CUARTO	3205	1292
BUENOS AIRES	SAN ANTONIO DE ARECO	SAN ANTONIO DE ARECO		BOLIVAR	240	2760
CORDOBA	UNION	BELL VILLE		AV ESPAÑA	104	2550
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AVDA MANUEL BELGRANO	615	1092
BUENOS AIRES	QUILMES	BERNAL ESTE		GRAL MANUEL BELGRANO	328	1876
BUENOS AIRES	AVELLANEDA	GERLI		CASACUBERTA	830	1870
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	LOS PATOS	3224	1437
BUENOS AIRES	QUILMES	QUILMES OESTE		GRAL MANUEL N SAVIO	3663	1879
NEUQUEN	PEHUENCHES	RINCON DE LOS SAUCES		CORRIENTES		8319
CORDOBA	COLON	VILLA ALLENDE		AV GOYCOECHEA	1987	5105
BUENOS AIRES	SAN ISIDRO	BECCAR		VICTORIA OCAMPO	884	1643
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	AVDA MANUEL BELGRANO	4223	1210
BUENOS AIRES	SAN ISIDRO	VILLA ADELINA		AV PARANA	6722	1605
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	PERU	590	1068
CORDOBA	SAN ALBERTO	SAN PEDRO		CENTENARIO		5871
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	CHILE	299	1098
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORESTA	AV DR N AVELLANEDA	3206	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	PEÑA	2191	1126
CORDOBA	CAPITAL	CORDOBA	AMPL. ALTAMIRA	PJE DR L SAENZ PEÑA	4432	5006
BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN	PTDO. GENERAL SAN MARTIN	CALLE 64		
BUENOS AIRES	FLORENCIO VARELA	FLORENCIO VARELA	GOB MONTEVERDE	PTE H YRIGOYEN	551	1888
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		S/N		1440
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		NUAEZ	6364	1431
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SANTA RITA	ESCALADA DE SAN MARTIN	2749	1416
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	CERRITO	36	1010
SANTA CRUZ	DESEADO	LAS HERAS		MTRO CALDERON	265	9017
BUENOS AIRES	AVELLANEDA	AVELLANEDA		LA FUENTE	740	1870
BUENOS AIRES	LOMAS DE ZAMORA	TURDERA		SANTA MARIA	128	1834
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	AV SAN JUAN	2063	1232
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	GRAL JUAN LAVALLE	3562	1190
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	MONTEVIDEO	1559	1018
CHACO	SAN FERNANDO	RESISTENCIA		AV ALVEAR	790	3500
ENTRE RIOS	GUALEGUAYCHU	GUALEGUAYCHU	MUNICIPALIDAD	SAN JUAN	1026	2820
CATAMARCA	CAPITAL	SAN FDO DEL VALLE DE CATAMARCA		ESQUIU	418	4700
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV SANTA FE	2130	1123
BUENOS AIRES	COLON	COLON		BOULEVARD 17		2720
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	PJE GRAL JUAN JOSE VALLE	2938	1437
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHAS	CHORROARIN	666	1427
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	JUAN PUJOL	883	1405
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MAIPU	757	1006
CORDOBA	CAPITAL	CORDOBA	PROVIDENCIA	BV CASTRO BARROS	869	5000
BUENOS AIRES	VICENTE LOPEZ	MUNRO		PRES SANTIAGO DERQUI	4762	1605
CORDOBA	CAPITAL	CORDOBA	CENTRO	AYACUCHO	46	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	ARMENIA	1632	1414
BUENOS AIRES	MERLO	PARQUE SAN MARTIN		PATRICIAS ARGENTINAS	491	1722
NEUQUEN		CUTRAL CO		OLASCOAGA		8322
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	AV M EVA DUARTE DE PERON	5851	1439
BUENOS AIRES		CIUDAD MADERO		BLANCO ENCALADA	350	1768
LA RIOJA	CAPITAL	LA RIOJA	RAMIREZ DE VELAZCO	AV ORTIZ DE OCAMPO	1390	5300
RIO NEGRO		RIO COLORADO		JUAN B JUSTO		8138
SALTA		SAN RAMON DE LA NUEVA ORAN		GUEMES		4530
SAN JUAN	CAPITAL	SAN JUAN		SALTA NORTE	1826	5400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	PTE H YRIGOYEN	1954	1089
BUENOS AIRES	ZARATE	ZARATE		AV ANTA	24	2800
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	AV B RIVADAVIA	11686	1408
SANTA FE	ROSARIO	ROSARIO	MERCEDES DE SAN MARTIN	PATRIA	2144	2011
BUENOS AIRES	LANUS	GERLI	VILLA ANGELICA	PTE D F SARMIENTO	561	1824
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		DE LOS INMIGRANTES		1104
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	JUAN AGUSTIN MAZA	317	1206
BUENOS AIRES	FLORENCIO VARELA	FLORENCIO VARELA		ALFONSINA STORNI		1888
SANTA FE	ROSARIO	ROSARIO	LISANDRO DE LA TORRE	O LEGUIZAMON BIS	1221	2013
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	NORTE	JOSE E COLOMBRES	168	4000
BUENOS AIRES	BERAZATEGUI	BERAZATEGUI		RUTA 2		
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV DR P GOYENA	1719	1406
BUENOS AIRES	MORENO	PASO DEL REY	PASO DEL REY CENTRO II	MORON	195	1742
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	R ALCARAZ	4442	1407
BUENOS AIRES	TRES DE FEBRERO	LOMA HERMOSA		DIAGONAL 101	6841	1657
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	PARANA	562	1017
MENDOZA	MAIPU	MAIPU		NUEVA		5515
MENDOZA	GODOY CRUZ	GODOY CRUZ	BAIGORRIA	M CERVANTES SAAVEDRA	2511	5501
LA PAMPA		SANTA ROSA		AVENIDA SAN MARTIN	452	6300
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	587	1043
CHACO	SAN FERNANDO	RESISTENCIA		AV LAS HERAS	320	3500
BUENOS AIRES	SAN FERNANDO	SAN FERNANDO		JUNIN	2540	1646
MENDOZA	CAPITAL	MENDOZA		CHACABUCO	176	5500
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	AV PASEO COLON	728	1063
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	PRES JOSE E URIBURU	663	1027
FORMOSA	FORMOSA	FORMOSA	SARMIENTO	GRAL MANUEL BELGRANO	944	3600
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV M EVA DUARTE DE PERON	2102	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	AV DIRECTORIO	947	1424
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES		AV E TORNQUIST	6385	1426
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PTE M T DE ALVEAR	777	1058
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	C CALVO	2331	1230
SANTA FE	ROSARIO	VILLA GOBERNADOR GALVEZ		AV GRAL SAN MARTIN	2885	2124
BUENOS AIRES	LA MATANZA	LA TABLADA		AV GRAL SAN MARTIN	5129	1766
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	GRAL GUEMES	4139	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	MONTEVIDEO	1562	1018
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	COMBATE DE LOS POZOS	1035	1222
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV ESTADO DE ISRAEL	4537	1185
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	AV F DE OLAZABAL	4700	1431
CORDOBA		CERRO NORTE		1 DE ENERO		5021
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORESTA	SANABRIA	1677	1407
BUENOS AIRES	LA MATANZA	ISIDRO CASANOVA		PEDRO L LARRE	6025	1765
CORDOBA	RIO CUARTO	RIO CUARTO	CENTRO	BUENOS AIRES	867	5800
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	NEUQUEN	2936	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	LAPRIDA	1088	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	11 DE SEPTIEMBRE	1534	1426
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV CNEL M DORREGO	2620	1425
CORDOBA	CAPITAL	CORDOBA	CENTRO	BV CHACABUCO	375	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV L N ALEM	639	1001
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA RIACHUELO	GRAL FRUCTUOSO RIVERA	6410	1439
SAN JUAN		BARRIO RAWSON		DR ORTEGA OESTE	2425	5425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CALLAO	181	1022
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	ESMERALDA	580	1007
CORDOBA	CAPITAL	CORDOBA	ALTO ALBERDI	BV DEL CARMEN	220	5003
ENTRE RIOS	CONCORDIA	CONCORDIA		3 DE FEBRERO	38	3200
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	ROJAS	58	1405
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	ARMENIA	2104	1425
BUENOS AIRES	BALCARCE	BALCARCE		CALLE 16		7620
BUENOS AIRES	AZUL	AZUL		IRIGOYEN	318	7300
BUENOS AIRES	MORON	MORON		ING ERNESTO C BOATTI	46	1708
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	AV CNEL M DORREGO	705	1414
SANTA FE	ROSARIO	ROSARIO	BELGRANO	GUATEMALA (B)	1515	2008
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		SAENZ PEAA ROQUE		1035
BUENOS AIRES	LANUS	REMEDIOS DE ESCALADA	LOS TALLERES	GRAL PICO	3801	1826
BUENOS AIRES	ZARATE	ZARATE		J LIMA DE ATUCHA	399	2800
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV CORDOBA	657	1054
BUENOS AIRES	CHIVILCOY	CHIVILCOY		ALSINA	333	6620
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	DR M PAZ	2324	1417
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	P BAIGORRI	7	1282
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	T GORDILLO	80	1408
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	645	1043
BUENOS AIRES	LANUS	REMEDIOS DE ESCALADA	VILLA EDEN ARGENTINO	PJE LITUANIA	2676	1826
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SUIPACHA	207	1008
CORDOBA	CAPITAL	CORDOBA	VILLA 9 DE JULIO	POZO DE LA LOMA	7929	5022
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	PARANA	287	1017
CATAMARCA	CAPITAL	SAN FDO DEL VALLE DE CATAMARCA		SARMIENTO	526	4700
BUENOS AIRES	ESTEBAN ECHEVERRIA	MONTE GRANDE	SUD ESTE CENTRO	L N ALEM	341	1842
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SANTA RITA	J V GONZALEZ	1853	1407
MENDOZA		COQUIMBITO		URQUIZA		5515
BUENOS AIRES		TIGRE		SANTA MARIA	2945	1648
BUENOS AIRES	VICENTE LOPEZ	MUNRO		AV B MITRE	3915	1605
BUENOS AIRES	LA MATANZA	SAN JUSTO		PROVINCIAS UNIDAS	2941	1754
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	SANABRIA	2407	1417
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV CALLAO	1822	1024
SANTA FE	ROSARIO	ROSARIO	PRESIDENTE ROQUE SAENZ PEÑA	AV M ARIJON	898	2011
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	LOS PATOS	3130	1437
SAN JUAN	CAPITAL	SAN JUAN	VILLA AMERICA	AV G RAWSON NORTE	735	5400
BUENOS AIRES	MALVINAS ARGENTINAS	EL TRIANGULO		ING OTTO KRAUSE	4725	1615
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV CORDOBA	3533	1188
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	AV CARABOBO	564	1406
BUENOS AIRES	BARADERO	BARADERO		AMEGHINO		2942
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		AVENIDA SAN MARTIN	3653	1752
BUENOS AIRES	TRENQUE LAUQUEN	TRENQUE LAUQUEN		AV WILDE	37	6400
SANTA FE	ROSARIO	PEREZ		9 DE JULIO	898	2121
BUENOS AIRES	CHACABUCO	RAWSON		SAN MARTIN S/N		6734
